TF	Status	Gene
ENSG00000109320	Repression	ENSG00000004799
ENSG00000109320	Activation	ENSG00000122861
ENSG00000109320	Activation	ENSG00000011422
ENSG00000109320	Activation	ENSG00000166819
ENSG00000109320	Activation	ENSG00000117707
ENSG00000109320	Activation	ENSG00000169403
ENSG00000109320	Activation	ENSG00000284792
ENSG00000109320	Repression	ENSG00000284792
ENSG00000109320	Activation	ENSG00000107317
ENSG00000109320	Activation	ENSG00000148344
ENSG00000109320	Activation	ENSG00000073756
ENSG00000109320	Repression	ENSG00000073756
ENSG00000109320	Activation	ENSG00000087494
ENSG00000109320	Repression	ENSG00000169891
ENSG00000109320	Activation	ENSG00000117152
ENSG00000109320	Activation	ENSG00000104312
ENSG00000109320	Activation	ENSG00000197956
ENSG00000109320	Activation	ENSG00000115884
ENSG00000109320	Activation	ENSG00000007908
ENSG00000109320	Repression	ENSG00000196136
ENSG00000109320	Activation	ENSG00000021355
ENSG00000109320	Activation	ENSG00000106366
ENSG00000109320	Repression	ENSG00000106366
ENSG00000109320	Activation	ENSG00000153291
ENSG00000109320	Activation	ENSG00000124216
ENSG00000109320	Activation	ENSG00000112096
ENSG00000109320	Activation	ENSG00000198648
ENSG00000109320	Activation	ENSG00000073861
ENSG00000109320	Activation	ENSG00000091513
ENSG00000109320	Activation	ENSG00000160182
ENSG00000109320	Activation	ENSG00000160180
ENSG00000109320	Repression	ENSG00000178726
ENSG00000109320	Repression	ENSG00000102265
ENSG00000109320	Activation	ENSG00000137462
ENSG00000109320	Activation	ENSG00000164342
ENSG00000109320	Repression	ENSG00000164342
ENSG00000109320	Activation	ENSG00000196664
ENSG00000109320	Activation	ENSG00000206439
ENSG00000109320	Activation	ENSG00000118503
ENSG00000109320	Activation	ENSG00000120889
ENSG00000109320	Activation	ENSG00000159958
ENSG00000109320	Activation	ENSG00000121858
ENSG00000109320	Repression	ENSG00000121858
ENSG00000109320	Activation	ENSG00000056558
ENSG00000109320	Activation	ENSG00000127191
ENSG00000109320	Repression	ENSG00000127191
ENSG00000109320	Activation	ENSG00000183696
ENSG00000109320	Activation	ENSG00000162692
ENSG00000109320	Activation	ENSG00000112715
ENSG00000109320	Repression	ENSG00000112715
ENSG00000109320	Activation	ENSG00000101966
ENSG00000109320	Repression	ENSG00000101966
ENSG00000109320	Repression	ENSG00000100811
ENSG00000077150	Activation	ENSG00000137077
ENSG00000077150	Activation	ENSG00000118971
ENSG00000077150	Activation	ENSG00000105810
ENSG00000077150	Repression	ENSG00000100644
ENSG00000077150	Activation	ENSG00000174175
ENSG00000077150	Activation	ENSG00000197157
ENSG00000100906	Repression	ENSG00000274233
ENSG00000100906	Repression	ENSG00000101017
ENSG00000100906	Repression	ENSG00000116815
ENSG00000100906	Repression	ENSG00000105246
ENSG00000100906	Repression	ENSG00000026103
ENSG00000100906	Repression	ENSG00000090339
ENSG00000100906	Repression	ENSG00000171855
ENSG00000100906	Repression	ENSG00000125538
ENSG00000100906	Activation	ENSG00000109320
ENSG00000100906	Repression	ENSG00000109320
ENSG00000100906	Repression	ENSG00000007171
ENSG00000100906	Activation	ENSG00000105854
ENSG00000100906	Activation	ENSG00000173039
ENSG00000100906	Repression	ENSG00000173039
ENSG00000100906	Repression	ENSG00000197956
ENSG00000100906	Repression	ENSG00000121858
ENSG00000100906	Repression	ENSG00000056558
ENSG00000282905	Repression	ENSG00000171855
ENSG00000170322	Activation	ENSG00000177606
ENSG00000001167	Activation	ENSG00000160200
ENSG00000001167	Activation	ENSG00000118971
ENSG00000001167	Activation	ENSG00000111276
ENSG00000001167	Activation	ENSG00000255974
ENSG00000001167	Activation	ENSG00000129245
ENSG00000001167	Activation	ENSG00000116717
ENSG00000001167	Activation	ENSG00000182742
ENSG00000001167	Activation	ENSG00000114026
ENSG00000001167	Activation	ENSG00000203883
ENSG00000001167	Activation	ENSG00000172845
ENSG00000120837	Activation	ENSG00000118971
ENSG00000120837	Activation	ENSG00000111276
ENSG00000120837	Activation	ENSG00000129245
ENSG00000120837	Activation	ENSG00000203883
ENSG00000120837	Activation	ENSG00000129167
ENSG00000066136	Activation	ENSG00000118971
ENSG00000066136	Activation	ENSG00000111276
ENSG00000066136	Activation	ENSG00000129245
ENSG00000066136	Activation	ENSG00000203883
ENSG00000177551	Activation	ENSG00000139352
ENSG00000177551	Repression	ENSG00000139352
ENSG00000177551	Repression	ENSG00000114315
ENSG00000177551	Activation	ENSG00000189221
ENSG00000136352	Repression	ENSG00000165731
ENSG00000136352	Activation	ENSG00000168878
ENSG00000136352	Repression	ENSG00000118046
ENSG00000125820	Activation	ENSG00000175206
ENSG00000183072	Repression	ENSG00000165617
ENSG00000183072	Repression	ENSG00000164488
ENSG00000183072	Repression	ENSG00000197380
ENSG00000183072	Activation	ENSG00000285109
ENSG00000183072	Repression	ENSG00000081189
ENSG00000167034	Activation	ENSG00000163017
ENSG00000167034	Repression	ENSG00000169083
ENSG00000167034	Repression	ENSG00000110092
ENSG00000167034	Repression	ENSG00000170345
ENSG00000167034	Repression	ENSG00000140443
ENSG00000074181	Repression	ENSG00000189058
ENSG00000074181	Repression	ENSG00000114315
ENSG00000181163	Repression	ENSG00000169136
ENSG00000181163	Activation	ENSG00000124762
ENSG00000181163	Repression	ENSG00000135679
ENSG00000181163	Activation	ENSG00000111679
ENSG00000181163	Activation	ENSG00000143498
ENSG00000169297	Repression	ENSG00000104899
ENSG00000169297	Repression	ENSG00000164047
ENSG00000169297	Repression	ENSG00000148795
ENSG00000169297	Repression	ENSG00000137869
ENSG00000169297	Repression	ENSG00000196482
ENSG00000169297	Activation	ENSG00000089250
ENSG00000169297	Repression	ENSG00000012504
ENSG00000169297	Repression	ENSG00000136931
ENSG00000169297	Activation	ENSG00000185630
ENSG00000169297	Repression	ENSG00000147465
ENSG00000131910	Repression	ENSG00000101412
ENSG00000131910	Repression	ENSG00000285241
ENSG00000131910	Activation	ENSG00000073756
ENSG00000126368	Repression	ENSG00000133794
ENSG00000131408	Activation	ENSG00000165029
ENSG00000131408	Activation	ENSG00000160179
ENSG00000131408	Activation	ENSG00000172350
ENSG00000025434	Activation	ENSG00000165029
ENSG00000025434	Activation	ENSG00000160179
ENSG00000025434	Activation	ENSG00000172350
ENSG00000025434	Activation	ENSG00000134107
ENSG00000012504	Activation	ENSG00000005471
ENSG00000012504	Repression	ENSG00000125257
ENSG00000012504	Repression	ENSG00000167910
ENSG00000012504	Activation	ENSG00000011465
ENSG00000012504	Repression	ENSG00000078401
ENSG00000012504	Activation	ENSG00000170231
ENSG00000012504	Activation	ENSG00000254647
ENSG00000012504	Activation	ENSG00000171401
ENSG00000012504	Activation	ENSG00000109320
ENSG00000012504	Activation	ENSG00000144852
ENSG00000012504	Activation	ENSG00000173039
ENSG00000012504	Activation	ENSG00000073060
ENSG00000012504	Activation	ENSG00000118046
ENSG00000012504	Repression	ENSG00000156096
ENSG00000012504	Activation	ENSG00000112715
ENSG00000144852	Activation	ENSG00000085563
ENSG00000144852	Activation	ENSG00000171791
ENSG00000144852	Activation	ENSG00000171552
ENSG00000144852	Repression	ENSG00000108691
ENSG00000144852	Activation	ENSG00000110880
ENSG00000144852	Activation	ENSG00000160868
ENSG00000144852	Activation	ENSG00000162344
ENSG00000144852	Activation	ENSG00000175592
ENSG00000144852	Activation	ENSG00000136634
ENSG00000144852	Activation	ENSG00000067082
ENSG00000144852	Repression	ENSG00000109320
ENSG00000144852	Repression	ENSG00000106100
ENSG00000144852	Repression	ENSG00000167207
ENSG00000144852	Activation	ENSG00000169403
ENSG00000144852	Activation	ENSG00000105649
ENSG00000144852	Repression	ENSG00000173039
ENSG00000144852	Activation	ENSG00000137801
ENSG00000144852	Activation	ENSG00000151365
ENSG00000144852	Activation	ENSG00000006327
ENSG00000144852	Activation	ENSG00000241635
ENSG00000143257	Activation	ENSG00000197408
ENSG00000143257	Activation	ENSG00000241635
ENSG00000177463	Activation	ENSG00000138039
ENSG00000278570	Activation	ENSG00000163914
ENSG00000175745	Repression	ENSG00000148795
ENSG00000175745	Repression	ENSG00000117505
ENSG00000175745	Repression	ENSG00000138039
ENSG00000175745	Repression	ENSG00000138823
ENSG00000175745	Repression	ENSG00000117601
ENSG00000185551	Repression	ENSG00000206454
ENSG00000185551	Activation	ENSG00000137203
ENSG00000160113	Repression	ENSG00000138039
ENSG00000113580	Repression	ENSG00000115966
ENSG00000113580	Repression	ENSG00000143153
ENSG00000113580	Activation	ENSG00000002330
ENSG00000113580	Activation	ENSG00000087088
ENSG00000113580	Repression	ENSG00000242252
ENSG00000113580	Activation	ENSG00000012048
ENSG00000113580	Activation	ENSG00000122786
ENSG00000113580	Repression	ENSG00000112576
ENSG00000113580	Repression	ENSG00000135446
ENSG00000113580	Repression	ENSG00000105810
ENSG00000113580	Activation	ENSG00000124762
ENSG00000113580	Activation	ENSG00000137869
ENSG00000113580	Repression	ENSG00000126767
ENSG00000113580	Repression	ENSG00000134954
ENSG00000113580	Repression	ENSG00000109320
ENSG00000113580	Activation	ENSG00000177189
ENSG00000113580	Repression	ENSG00000112658
ENSG00000113580	Repression	ENSG00000115415
ENSG00000113580	Repression	ENSG00000141510
ENSG00000113580	Activation	ENSG00000241635
ENSG00000151623	Repression	ENSG00000143153
ENSG00000151623	Repression	ENSG00000099991
ENSG00000151623	Activation	ENSG00000160791
ENSG00000151623	Activation	ENSG00000112486
ENSG00000151623	Activation	ENSG00000101017
ENSG00000151623	Activation	ENSG00000146648
ENSG00000123358	Repression	ENSG00000158019
ENSG00000123358	Repression	ENSG00000145386
ENSG00000123358	Activation	ENSG00000111276
ENSG00000123358	Activation	ENSG00000101412
ENSG00000123358	Activation	ENSG00000203859
ENSG00000123358	Repression	ENSG00000135679
ENSG00000123358	Activation	ENSG00000087245
ENSG00000123358	Repression	ENSG00000114125
ENSG00000123358	Activation	ENSG00000035862
ENSG00000123358	Repression	ENSG00000206439
ENSG00000153234	Repression	ENSG00000196611
ENSG00000119508	Repression	ENSG00000132170
ENSG00000136931	Activation	ENSG00000104899
ENSG00000136931	Activation	ENSG00000164442
ENSG00000136931	Repression	ENSG00000179142
ENSG00000136931	Activation	ENSG00000148795
ENSG00000136931	Activation	ENSG00000137869
ENSG00000136931	Repression	ENSG00000137869
ENSG00000136931	Activation	ENSG00000203859
ENSG00000136931	Activation	ENSG00000104826
ENSG00000136931	Activation	ENSG00000185231
ENSG00000136931	Repression	ENSG00000136999
ENSG00000136931	Activation	ENSG00000169297
ENSG00000136931	Activation	ENSG00000185630
ENSG00000136931	Activation	ENSG00000184895
ENSG00000136931	Activation	ENSG00000147465
ENSG00000136931	Repression	ENSG00000147465
ENSG00000136931	Activation	ENSG00000084090
ENSG00000116833	Activation	ENSG00000138075
ENSG00000116833	Activation	ENSG00000143921
ENSG00000116833	Activation	ENSG00000087237
ENSG00000116833	Activation	ENSG00000160882
ENSG00000116833	Activation	ENSG00000203859
ENSG00000116833	Activation	ENSG00000116833
ENSG00000116833	Activation	ENSG00000147465
ENSG00000106459	Activation	ENSG00000126247
ENSG00000106459	Activation	ENSG00000121966
ENSG00000106459	Activation	ENSG00000102081
ENSG00000106459	Activation	ENSG00000129245
ENSG00000106459	Activation	ENSG00000119912
ENSG00000106459	Activation	ENSG00000165672
ENSG00000106459	Activation	ENSG00000126432
ENSG00000106459	Activation	ENSG00000076351
ENSG00000106459	Activation	ENSG00000021574
ENSG00000180530	Activation	ENSG00000139514
ENSG00000285493	Activation	ENSG00000278570
ENSG00000285493	Repression	ENSG00000265203
ENSG00000285493	Repression	ENSG00000163914
ENSG00000176046	Activation	ENSG00000171552
ENSG00000176046	Activation	ENSG00000124762
ENSG00000176046	Repression	ENSG00000188895
ENSG00000169856	Activation	ENSG00000115718
ENSG00000119547	Activation	ENSG00000187098
ENSG00000119547	Repression	ENSG00000102362
ENSG00000115507	Activation	ENSG00000167995
ENSG00000165588	Activation	ENSG00000087586
ENSG00000165588	Activation	ENSG00000167995
ENSG00000165588	Activation	ENSG00000138764
ENSG00000165588	Activation	ENSG00000158402
ENSG00000165588	Activation	ENSG00000017427
ENSG00000165588	Activation	ENSG00000136244
ENSG00000165588	Activation	ENSG00000007372
ENSG00000165588	Activation	ENSG00000265203
ENSG00000165588	Activation	ENSG00000077498
ENSG00000170515	Activation	ENSG00000106541
ENSG00000170515	Repression	ENSG00000101412
ENSG00000170515	Repression	ENSG00000142515
ENSG00000143799	Repression	ENSG00000171791
ENSG00000143799	Repression	ENSG00000139618
ENSG00000143799	Activation	ENSG00000039068
ENSG00000143799	Activation	ENSG00000101412
ENSG00000143799	Repression	ENSG00000150907
ENSG00000143799	Repression	ENSG00000178394
ENSG00000143799	Activation	ENSG00000106366
ENSG00000143799	Repression	ENSG00000132386
ENSG00000143799	Repression	ENSG00000124216
ENSG00000143799	Activation	ENSG00000178726
ENSG00000143799	Repression	ENSG00000178726
ENSG00000143799	Activation	ENSG00000026025
ENSG00000177425	Repression	ENSG00000171791
ENSG00000177425	Activation	ENSG00000136999
ENSG00000075891	Repression	ENSG00000141510
ENSG00000135903	Activation	ENSG00000171552
ENSG00000135903	Activation	ENSG00000121966
ENSG00000135903	Activation	ENSG00000187098
ENSG00000135903	Repression	ENSG00000187098
ENSG00000106331	Repression	ENSG00000115263
ENSG00000106331	Repression	ENSG00000254647
ENSG00000196092	Activation	ENSG00000087088
ENSG00000196092	Repression	ENSG00000171791
ENSG00000196092	Repression	ENSG00000136573
ENSG00000196092	Repression	ENSG00000110092
ENSG00000196092	Activation	ENSG00000177455
ENSG00000196092	Activation	ENSG00000105369
ENSG00000196092	Activation	ENSG00000124762
ENSG00000196092	Activation	ENSG00000115641
ENSG00000196092	Activation	ENSG00000138795
ENSG00000196092	Activation	ENSG00000105976
ENSG00000196092	Repression	ENSG00000196611
ENSG00000196092	Activation	ENSG00000134323
ENSG00000196092	Repression	ENSG00000057657
ENSG00000196092	Activation	ENSG00000164362
ENSG00000196092	Activation	ENSG00000102265
ENSG00000196092	Activation	ENSG00000141510
ENSG00000196092	Repression	ENSG00000141510
ENSG00000196092	Repression	ENSG00000100219
ENSG00000007372	Activation	ENSG00000164434
ENSG00000007372	Activation	ENSG00000105976
ENSG00000007372	Activation	ENSG00000175426
ENSG00000007372	Repression	ENSG00000110435
ENSG00000007372	Activation	ENSG00000117707
ENSG00000007372	Activation	ENSG00000138083
ENSG00000125618	Activation	ENSG00000101412
ENSG00000125618	Activation	ENSG00000149294
ENSG00000125618	Activation	ENSG00000138079
ENSG00000125618	Activation	ENSG00000105641
ENSG00000125618	Repression	ENSG00000042832
ENSG00000125618	Repression	ENSG00000141510
ENSG00000125618	Repression	ENSG00000165409
ENSG00000125618	Activation	ENSG00000184937
ENSG00000185630	Activation	ENSG00000120094
ENSG00000185630	Activation	ENSG00000111704
ENSG00000185630	Activation	ENSG00000163737
ENSG00000185630	Activation	ENSG00000165280
ENSG00000224952	Activation	ENSG00000170370
ENSG00000224952	Activation	ENSG00000163737
ENSG00000166228	Repression	ENSG00000137731
ENSG00000278644	Activation	ENSG00000122592
ENSG00000278644	Repression	ENSG00000122592
ENSG00000278644	Repression	ENSG00000148516
ENSG00000278644	Repression	ENSG00000169554
ENSG00000139515	Activation	ENSG00000106633
ENSG00000139515	Activation	ENSG00000254647
ENSG00000179094	Repression	ENSG00000087088
ENSG00000179094	Activation	ENSG00000171791
ENSG00000179094	Repression	ENSG00000100170
ENSG00000132326	Repression	ENSG00000019549
ENSG00000132326	Repression	ENSG00000122691
ENSG00000082175	Activation	ENSG00000171791
ENSG00000082175	Repression	ENSG00000137869
ENSG00000082175	Activation	ENSG00000120129
ENSG00000082175	Activation	ENSG00000101412
ENSG00000082175	Repression	ENSG00000141736
ENSG00000082175	Activation	ENSG00000091831
ENSG00000082175	Repression	ENSG00000049768
ENSG00000082175	Activation	ENSG00000071794
ENSG00000082175	Repression	ENSG00000136634
ENSG00000082175	Activation	ENSG00000167749
ENSG00000082175	Repression	ENSG00000073756
ENSG00000082175	Repression	ENSG00000173039
ENSG00000215021	Repression	ENSG00000143437
ENSG00000215021	Repression	ENSG00000159388
ENSG00000165462	Activation	ENSG00000123454
ENSG00000165462	Activation	ENSG00000115297
ENSG00000109132	Activation	ENSG00000171094
ENSG00000109132	Activation	ENSG00000123454
ENSG00000109132	Repression	ENSG00000163132
ENSG00000109132	Activation	ENSG00000115297
ENSG00000033800	Activation	ENSG00000145384
ENSG00000033800	Repression	ENSG00000185499
ENSG00000033800	Repression	ENSG00000126457
ENSG00000033800	Activation	ENSG00000090402
ENSG00000078043	Activation	ENSG00000169083
ENSG00000078043	Repression	ENSG00000173114
ENSG00000078043	Repression	ENSG00000185499
ENSG00000078043	Repression	ENSG00000134323
ENSG00000131788	Activation	ENSG00000123268
ENSG00000131788	Repression	ENSG00000185499
ENSG00000105229	Repression	ENSG00000185499
ENSG00000069011	Repression	ENSG00000147437
ENSG00000069011	Repression	ENSG00000114315
ENSG00000069011	Repression	ENSG00000197919
ENSG00000069011	Repression	ENSG00000168310
ENSG00000069011	Repression	ENSG00000185507
ENSG00000069011	Repression	ENSG00000177606
ENSG00000069011	Repression	ENSG00000167034
ENSG00000069011	Activation	ENSG00000172179
ENSG00000069011	Repression	ENSG00000159216
ENSG00000069011	Repression	ENSG00000124813
ENSG00000069011	Repression	ENSG00000164362
ENSG00000069011	Repression	ENSG00000071575
ENSG00000164093	Repression	ENSG00000147437
ENSG00000164093	Activation	ENSG00000138795
ENSG00000164093	Activation	ENSG00000106852
ENSG00000164093	Activation	ENSG00000172179
ENSG00000107859	Activation	ENSG00000135517
ENSG00000107859	Activation	ENSG00000180176
ENSG00000160199	Activation	ENSG00000111679
ENSG00000160199	Activation	ENSG00000102003
ENSG00000181690	Activation	ENSG00000091262
ENSG00000181690	Activation	ENSG00000006016
ENSG00000181690	Activation	ENSG00000167244
ENSG00000118495	Activation	ENSG00000091262
ENSG00000118495	Repression	ENSG00000117118
ENSG00000126003	Activation	ENSG00000167244
ENSG00000126003	Activation	ENSG00000111142
ENSG00000126003	Activation	ENSG00000116701
ENSG00000126003	Activation	ENSG00000168484
ENSG00000140464	Activation	ENSG00000087088
ENSG00000140464	Activation	ENSG00000164305
ENSG00000140464	Repression	ENSG00000110092
ENSG00000140464	Activation	ENSG00000124762
ENSG00000140464	Repression	ENSG00000145088
ENSG00000140464	Repression	ENSG00000146648
ENSG00000140464	Activation	ENSG00000100393
ENSG00000140464	Activation	ENSG00000122025
ENSG00000140464	Activation	ENSG00000155974
ENSG00000140464	Activation	ENSG00000064393
ENSG00000140464	Activation	ENSG00000171855
ENSG00000140464	Repression	ENSG00000123358
ENSG00000140464	Activation	ENSG00000140464
ENSG00000140464	Repression	ENSG00000118503
ENSG00000140464	Activation	ENSG00000121858
ENSG00000140464	Repression	ENSG00000182179
ENSG00000068654	Repression	ENSG00000101412
ENSG00000064835	Activation	ENSG00000259384
ENSG00000064835	Activation	ENSG00000136487
ENSG00000064835	Activation	ENSG00000112964
ENSG00000064835	Activation	ENSG00000064835
ENSG00000064835	Activation	ENSG00000172179
ENSG00000064835	Activation	ENSG00000134200
ENSG00000064835	Activation	ENSG00000111424
ENSG00000110777	Activation	ENSG00000167900
ENSG00000110777	Activation	ENSG00000048462
ENSG00000143190	Activation	ENSG00000110092
ENSG00000143190	Activation	ENSG00000116717
ENSG00000143190	Repression	ENSG00000213934
ENSG00000143190	Activation	ENSG00000109471
ENSG00000143190	Repression	ENSG00000113520
ENSG00000143190	Activation	ENSG00000115850
ENSG00000143190	Activation	ENSG00000282992
ENSG00000143190	Activation	ENSG00000164109
ENSG00000143190	Activation	ENSG00000160013
ENSG00000143190	Activation	ENSG00000019549
ENSG00000143190	Repression	ENSG00000019549
ENSG00000143190	Activation	ENSG00000167900
ENSG00000143190	Activation	ENSG00000122691
ENSG00000143190	Repression	ENSG00000122691
ENSG00000143190	Activation	ENSG00000171234
ENSG00000143190	Repression	ENSG00000162692
ENSG00000143190	Activation	ENSG00000110799
ENSG00000143190	Repression	ENSG00000110799
ENSG00000028277	Activation	ENSG00000167900
ENSG00000184486	Activation	ENSG00000147437
ENSG00000184486	Repression	ENSG00000138735
ENSG00000152192	Activation	ENSG00000080824
ENSG00000151615	Activation	ENSG00000110092
ENSG00000151615	Activation	ENSG00000080824
ENSG00000206454	Repression	ENSG00000125378
ENSG00000206454	Repression	ENSG00000124762
ENSG00000206454	Repression	ENSG00000165556
ENSG00000206454	Repression	ENSG00000107984
ENSG00000206454	Repression	ENSG00000105880
ENSG00000206454	Repression	ENSG00000163508
ENSG00000206454	Activation	ENSG00000075388
ENSG00000206454	Repression	ENSG00000141448
ENSG00000206454	Repression	ENSG00000136630
ENSG00000206454	Repression	ENSG00000115738
ENSG00000206454	Activation	ENSG00000091409
ENSG00000206454	Activation	ENSG00000243709
ENSG00000206454	Activation	ENSG00000111704
ENSG00000206454	Activation	ENSG00000181449
ENSG00000206454	Activation	ENSG00000118785
ENSG00000206454	Repression	ENSG00000164458
ENSG00000206454	Repression	ENSG00000112837
ENSG00000206454	Activation	ENSG00000241186
ENSG00000206454	Activation	ENSG00000154096
ENSG00000206454	Activation	ENSG00000179059
ENSG00000186951	Repression	ENSG00000151726
ENSG00000186951	Activation	ENSG00000167772
ENSG00000186951	Activation	ENSG00000084674
ENSG00000186951	Repression	ENSG00000084674
ENSG00000186951	Repression	ENSG00000184730
ENSG00000186951	Repression	ENSG00000110245
ENSG00000186951	Activation	ENSG00000087237
ENSG00000186951	Repression	ENSG00000110090
ENSG00000186951	Activation	ENSG00000140465
ENSG00000186951	Repression	ENSG00000138109
ENSG00000186951	Repression	ENSG00000160712
ENSG00000186951	Activation	ENSG00000175445
ENSG00000186951	Repression	ENSG00000100985
ENSG00000186951	Activation	ENSG00000100906
ENSG00000186951	Activation	ENSG00000004799
ENSG00000186951	Repression	ENSG00000147872
ENSG00000186951	Activation	ENSG00000073756
ENSG00000186951	Activation	ENSG00000106366
ENSG00000186951	Repression	ENSG00000198911
ENSG00000186951	Repression	ENSG00000265972
ENSG00000186951	Repression	ENSG00000109424
ENSG00000186951	Activation	ENSG00000241119
ENSG00000112033	Repression	ENSG00000214274
ENSG00000112033	Repression	ENSG00000167772
ENSG00000112033	Activation	ENSG00000121691
ENSG00000112033	Repression	ENSG00000176387
ENSG00000112033	Activation	ENSG00000175445
ENSG00000112033	Activation	ENSG00000004799
ENSG00000112033	Activation	ENSG00000130066
ENSG00000112033	Activation	ENSG00000142168
ENSG00000112033	Activation	ENSG00000102265
ENSG00000112033	Activation	ENSG00000136810
ENSG00000132170	Activation	ENSG00000118777
ENSG00000132170	Activation	ENSG00000075239
ENSG00000132170	Activation	ENSG00000181092
ENSG00000132170	Repression	ENSG00000237405
ENSG00000132170	Activation	ENSG00000167772
ENSG00000132170	Repression	ENSG00000084674
ENSG00000132170	Repression	ENSG00000184730
ENSG00000132170	Activation	ENSG00000002330
ENSG00000132170	Activation	ENSG00000171791
ENSG00000132170	Repression	ENSG00000171791
ENSG00000132170	Repression	ENSG00000171552
ENSG00000132170	Activation	ENSG00000102239
ENSG00000132170	Repression	ENSG00000110092
ENSG00000132170	Repression	ENSG00000105173
ENSG00000132170	Activation	ENSG00000135218
ENSG00000132170	Activation	ENSG00000112149
ENSG00000132170	Activation	ENSG00000124762
ENSG00000132170	Repression	ENSG00000003402
ENSG00000132170	Activation	ENSG00000179583
ENSG00000132170	Repression	ENSG00000179583
ENSG00000132170	Activation	ENSG00000205560
ENSG00000132170	Repression	ENSG00000184371
ENSG00000132170	Repression	ENSG00000146648
ENSG00000132170	Activation	ENSG00000197930
ENSG00000132170	Activation	ENSG00000023318
ENSG00000132170	Repression	ENSG00000023318
ENSG00000132170	Activation	ENSG00000170323
ENSG00000132170	Activation	ENSG00000117560
ENSG00000132170	Activation	ENSG00000198814
ENSG00000132170	Repression	ENSG00000090339
ENSG00000132170	Activation	ENSG00000079435
ENSG00000132170	Repression	ENSG00000100985
ENSG00000132170	Repression	ENSG00000136997
ENSG00000132170	Repression	ENSG00000005882
ENSG00000132170	Activation	ENSG00000147872
ENSG00000132170	Activation	ENSG00000143190
ENSG00000132170	Activation	ENSG00000284792
ENSG00000132170	Activation	ENSG00000073756
ENSG00000132170	Repression	ENSG00000073756
ENSG00000132170	Activation	ENSG00000077092
ENSG00000132170	Repression	ENSG00000143839
ENSG00000132170	Activation	ENSG00000104918
ENSG00000132170	Activation	ENSG00000130066
ENSG00000132170	Repression	ENSG00000181856
ENSG00000132170	Activation	ENSG00000105641
ENSG00000132170	Repression	ENSG00000090020
ENSG00000132170	Repression	ENSG00000042832
ENSG00000132170	Activation	ENSG00000141510
ENSG00000132170	Repression	ENSG00000165409
ENSG00000132170	Activation	ENSG00000241119
ENSG00000132170	Activation	ENSG00000147852
ENSG00000109819	Activation	ENSG00000136872
ENSG00000109819	Activation	ENSG00000110243
ENSG00000109819	Activation	ENSG00000110245
ENSG00000109819	Activation	ENSG00000167910
ENSG00000109819	Activation	ENSG00000116688
ENSG00000109819	Activation	ENSG00000036473
ENSG00000109819	Activation	ENSG00000285241
ENSG00000057657	Repression	ENSG00000179583
ENSG00000057657	Repression	ENSG00000284925
ENSG00000057657	Repression	ENSG00000135363
ENSG00000057657	Repression	ENSG00000136997
ENSG00000147596	Activation	ENSG00000206454
ENSG00000117707	Repression	ENSG00000105221
ENSG00000117707	Activation	ENSG00000105173
ENSG00000117707	Activation	ENSG00000111276
ENSG00000117707	Activation	ENSG00000129757
ENSG00000117707	Repression	ENSG00000167910
ENSG00000117707	Repression	ENSG00000111537
ENSG00000117707	Repression	ENSG00000144852
ENSG00000117707	Repression	ENSG00000116833
ENSG00000117707	Repression	ENSG00000117152
ENSG00000117707	Activation	ENSG00000138083
ENSG00000117707	Repression	ENSG00000122691
ENSG00000187514	Activation	ENSG00000131203
ENSG00000187514	Activation	ENSG00000188676
ENSG00000187514	Repression	ENSG00000239732
ENSG00000164611	Activation	ENSG00000134057
ENSG00000164611	Activation	ENSG00000070831
ENSG00000164611	Activation	ENSG00000170312
ENSG00000164611	Activation	ENSG00000150760
ENSG00000164611	Activation	ENSG00000283060
ENSG00000164611	Activation	ENSG00000128052
ENSG00000164611	Activation	ENSG00000100097
ENSG00000164611	Activation	ENSG00000136997
ENSG00000164611	Activation	ENSG00000183255
ENSG00000164611	Activation	ENSG00000136238
ENSG00000164611	Activation	ENSG00000067560
ENSG00000164611	Activation	ENSG00000196154
ENSG00000164611	Repression	ENSG00000035862
ENSG00000164611	Activation	ENSG00000112715
ENSG00000185129	Repression	ENSG00000169083
ENSG00000185129	Repression	ENSG00000026103
ENSG00000185129	Repression	ENSG00000132646
ENSG00000051180	Activation	ENSG00000185591
ENSG00000131759	Repression	ENSG00000108846
ENSG00000131759	Repression	ENSG00000265190
ENSG00000131759	Repression	ENSG00000133101
ENSG00000131759	Activation	ENSG00000124762
ENSG00000131759	Activation	ENSG00000166426
ENSG00000131759	Activation	ENSG00000147571
ENSG00000131759	Activation	ENSG00000160683
ENSG00000131759	Activation	ENSG00000137440
ENSG00000131759	Activation	ENSG00000086696
ENSG00000131759	Activation	ENSG00000090339
ENSG00000131759	Repression	ENSG00000133315
ENSG00000131759	Repression	ENSG00000283158
ENSG00000131759	Activation	ENSG00000143257
ENSG00000131759	Activation	ENSG00000154229
ENSG00000131759	Activation	ENSG00000077092
ENSG00000131759	Activation	ENSG00000099194
ENSG00000131759	Activation	ENSG00000178726
ENSG00000077092	Activation	ENSG00000077092
ENSG00000172819	Activation	ENSG00000242252
ENSG00000172819	Activation	ENSG00000090339
ENSG00000139687	Repression	ENSG00000012048
ENSG00000139687	Activation	ENSG00000124762
ENSG00000139687	Repression	ENSG00000124762
ENSG00000139687	Repression	ENSG00000228716
